Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_13480_1,Berbaju merah ligat bertandak,Irama bingit kuat bernada:,Air kucurah hujannya tidak,Guruh di langit bukan petanda
Pantun_13481_1,Cuaca kelam burung beterbangan,Gerimis bertandang guruh bergema,Hujan semalam mengimbau kenangan,Ingatan manis datang menjelma.
Pantun_13482_1,Bertiup bayu bagai berbisik,Guruh di langit gegak gempita,Ajaibnya Sajian Radio Klasik,Selamanya hati terpaut cinta.
Pantun_13483_1,Langit nan merah pancaran rembulan,Seluruh pelusuk mendadapat biasan,Hati ku gudah terusik fikiran,Hanya dikau yg satu sentiasa dlm ingatan.
Pantun_13484_1,Hadirnya pagi sinar mentari,Suram senja dilambai malam,Kirimnya doa pengganti diri,Angin berlalu sampaikan salam.
Pantun_13485_1,Terang cuaca di pagi hari,Hujan gerimis di waktu petang,Puas sudah daku mencari,Tapi si dia tak jua datang
Pantun_13486_1,Awan memutih indah pelangi,Hujan semalam lebat sekali,Kasih dihati harum mewangi,Sayangnya tidak di ambil peduli.
Pantun_13487_1,Mendung meniti di lembah curang,dihidang langit sendu tersayat,kekasih hati milik orang,jari digigit sepanjang hayat.
Pantun_13488_1,Berjalan seorang ketika petang,Di lorong berliku berjurang dalam,Langit terang diserikan bintang,Namun hatiku suram dan kelam.
Pantun_13489_1,Sejuk mendayu lambaian angina,Menghempas lembut pokok kelapa,Andai bahagia yang kita ingin,Amalan solat jangan dilupa.
Pantun_13490_1,Putih gebu awan menghampar,Tambah nyaman bayu bertiup,Perut bercerak terasa lapar,Tak ada nasi kuah pun ku hirup.
Pantun_13491_1,Bukan salah ibu mengandung,Perut digendong kemana sahaja,Batu Gajah pagi ni cuaca mendung,Menunggu mentari menyinarkan cahaya.
Pantun_13492_1,Lambaian senja singgah sebentar,Malam hampiri indah gemintang,Untaian cinta sudah dihantar,Mengapa dilupai indah kasih sayang.
Pantun_13493_1,Indahnya syair cantiknya hujah,Gurindam lama iramanya syahdu,Di dalam air terbayang wajah,Di bulan purnama kutitipkan rindu.
Pantun_13494_1,Panas cuaca bertopi lebar,Benang bersulam sidaun purun,Puas sudah ku pendam sabar,Dari bulan bertukar ketahun.
Pantun_13497_1,Bulan mengambang di malam minggu,Menyuluh atap desa dan pekan,Usah dibimbang usah diragu,Janji tetap akan kutunaikan.
Pantun_13498_1,Pikul tukun bersama jerami,Letak berjemur di tepi bara,Hujan turun membasahi bumi,Pokok subur petani gembira.
Pantun_13499_1,Pagi hari sarapan lepat,Rasanya manis banyak gula,Hujan turun sungguh lebat,Tempat sahabat bagaimana pula.
Pantun_13500_1,Malam yang indah tenang dan damai,Indah purnama di pagar bintang,Hilanglah gundah berteman ramai,Cari yang pertama kasih mendatang.
Pantun_13501_1,Terbangnya camar di langit biru,Terbang sekawan diwaktu redup,Sepi di kamar di tahun baru,Hati nan rawan menghadap hidup.
Pantun_13502_1,Redup cuaca menggamit sayu,Gerimis tiba jatuh di kali,Kasih yang tumbuh janganlah layu,Kusiram kubaja subur kembali.
Pantun_13503_1,Mentari terbenam berwarna merah,Diufuk barat nampak bayangan,Cinta sudah beralih arah,Disebut jangan dikenangan pun
Pantun_13504_1,Mengintai intai di balik tabir,Menanti hujan turun tak puas,Mengapa perlu menanam di bibir,Kan ladangnya terbentang luas.
Pantun_13505_1,Cuaca dingin berhujan batu,Mencari berlindung beria ia,Eh,hamba tidaklah begitu
Pantun_13506_1,Guruh sudah hujan pun sudah,Air laut tenang bak cermin,Merisik sudah bertunang pun sudah,Cuma menanti nak naik pelamin.
Pantun_13509_1,Indah nian purnama terang,Angin bayu sepoi-sepoi bahasa,Datangnya cinta membawa girang,Manis jiwa lebih terasa.
Pantun_13510_1,Di atas sabut si ulat jengkal,Berhati-hati abang menepis,Hujan ribut dapat kusangkal,Gerimis di hati gagal kutepis.
Pantun_13511_1,Sejuk terasa bayu di laut,Sejuknya sampai hingga ke tulang,Budi mu mesra hati terpaut,Rupanya sudah dimilik orang.
Pantun_13512_1,Langit petang mendung bertapa,Pelangi menyinar hujung beranda,Pagi menyapa bertegur sapa,Assalammualaikum walau dimana berada.
Pantun_13513_1,Fajar dingin di selangi guruh,Hujan pagi petanda resah,Belajarlah rajin bersungguh sungguh,Kelak nanti tidaklah susah.
Pantun_13514_1,Awan biru bertukar kelabu,Hujan lebat waktu tengahari,Sayang guru sayangi ibu,Nasihat keramat bijak memberi.
Pantun_13515_1,Cantiknya awan bertingkat-tingkat,Satu persatu nampak berseri,Kami sekawan sama sepakat,Saling membantu menghitung hari.
Pantun_13516_1,Sekawan angsa berenang di kolam,Tidak jemu mata memandang,Mendung cuaca menyelubungi alam,Semendung kasihmu semakin menghilang.
Pantun_13517_1,Titisan embun di pagi hari,Namun hujan tak jua bertandang,Kalaulah diikutkan sakit hati,Wajahmu puan tak sudi ku pandang.
Pantun_13518_1,Bayu berbisik nada perlahan,Kepulan awan indah dipandang,Radio Klasik tetap pilihan,Biar puluhan siaran kumandang.
Pantun_13519_1,Apalah erti senja menjelang,Andai rembulan masih gerhana,Apalah erti kasih bertandang,Andai hati masih merana.
Pantun_13520_1,Langit kirmizi di ufuk barat,Berpuput lembut bayu senja,Kasih di hati semakin sarat,Mengapa layu cinta dipuja.
Pantun_13718_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Orang berkasih membawa ke jinjang,Kita masih membujang juga.
Pantun_13719_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Cuba cacing umpan dipasang,Kot boleh beroleh ikan kelisa.
Pantun_13720_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kalau hati dah gila bayang,Tak kenal kicap ataupun cuka.
Pantun_13721_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Ibarat pulut di tepian gantang,Datang pergi tak kurang juga.
Pantun_13722_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Mulut tersebut hati terkenang,Apakan daya sidia jauh di sana.
Pantun_13723_1,Umpan belalang kail dipasang,sepat puyu di dalam telaga,Kalau kail hanya sejengkal panjang,Lautan dalam jangan hendak diduga.
Pantun_13724_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Ibaratnya sembilang ke muara pulang,Sirih layu kering di tangga.
Pantun_13725_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jangan suka mengata orang,Diri sendiri yang perlu dijaga.
Pantun_13726_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bila hatiku sudah saying,Rela kuserah jiwa dan raga.
Pantun_13727_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Radio klasik walaupun using,Barang lama tetap dijaga.
Pantun_13728_1,Umpan belalang kail dipasang,sepat puyu di dalam telaga,Pulang ibarat sirih ke gagang,Umpama kiasan gurindamnya jiwa.
Pantun_13729_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Marilah pulang ke teratak usang,Desa merayu waris penjaga.
Pantun_13730_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bila helang datang melesang,Ayam merayu anaknya dijaga.
Pantun_13731_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Apa menghalang asa dirangsang,Tidaklah luyu hadapi duga.
Pantun_13732_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Puas sudah kucurah sayang,Akhirnya ditinggalkan juga.
Pantun_13733_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Agama dijunjung negara disanjung,Rakyat bersatu hidup bahagia.
Pantun_13734_1,Umpan belalang kail dipasang,Sepat puyu di dalam raga,Hilang kasih hilang sayang,Semoga bertemu dipintu syurga.
Pantun_13735_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Doakan kekasih selamat bertunang,Cari pengganti mengubat luka.
Pantun_13736_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kekasih hati ceria bertunang,Saya juga sendiri berduka.
Pantun_13737_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Tiada hidup dikata malang,Kerana semua ketentuan DIA.
Pantun_13738_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jauh menghilang di hati terkenang,Lagu mendayu terasa lega.
Pantun_13739_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Hati ku rindu bukan kepalang,Bila tidur asek terjaga.
Pantun_13740_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Apa dirindu yang jauh kepalang,Abang yang dekat bukan ke ada.
Pantun_13741_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Hati rindu bukan kapalang,Abang jauh apa kan daya.
Pantun_13742_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Pergi lah kamu sayang,Menemui tuhanMu yang Esa.
Pantun_13743_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kena mengikut zaman sekarang,Harga naik hujan turun juga.
Pantun_13744_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Apa ada zaman sekarang,Semua di lihat dengan harga.
Pantun_13745_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Lagu Radio Klasik berkumandang,Menggamit kenangan memori lama.
Pantun_13746_1,Umpan belalang kail dipasang,Sepat puyu di dlm raga,Memang abang terlampaulah sayang,Hendak meminang duit tiada.
Pantun_13747_1,Umpan belalang kail dipasang,Sepat puyu di dalam raga,Kalau sungguh abang saying,Hantar rombongan pinang segera.
Pantun_13748_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Selalu berkasih asyik kekasihnya orang,Kecewa sakit bak ditimpa tangga.
Pantun_13749_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Buah hati kekasih orang,Sudah jatuh ditimpa tangga.
Pantun_13750_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kata nasihat beri peransang,Amalan yang baik dijanjikan syurga.
Pantun_13751_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Simpan kasih pada yang saying,Jika hendak diri berharga.
Pantun_13752_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bukan malang tamsil bergalang,Sifat penipu berdiam jua.
Pantun_13753_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Walaupun berpanas di tanah gersang,Amal ibadah harus dijaga.
Pantun_13754_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Itu kronologi hidupnya musang,Siang megholoh malam berjaga.
Pantun_13755_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Apalah nasib diri ku malang,Siang tidur malam berjaga.
Pantun_13756_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jangan disimpan hati nan walang,Sifat penentu hati bahagia.
Pantun_13757_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Tempat jatuh jangan diulang,Tempat bermanja dipupuk dibaja.
Pantun_13758_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Hidup bebas tanpa hutang,Keluarga bahagia hingga ke syurga.
Pantun_13759_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kasih sayang tak pernah gersang,Rela ku korban jiwa dan raga.
Pantun_13760_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Memang buah hati kekasih orang,Namun dirampas dimulutnya naga.
Pantun_13761_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Sayangnya ladang tanahnya gersang,Tanaman layu taksubur juga.
Pantun_13762_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Buah hati kekasih orang,Sudah nasib apakan daya.
Pantun_13763_1,Umpan belalang kail dipasang,sepat puyu di dalam telaga,Hilang kasih putuslah sayang,Jangan diturut hati yang berduka.
Pantun_13764_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jika hilang kasih dan sayang,Terasa sayu jiwa dan raga.
Pantun_13765_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Kalau hidup mewah senang,Hidup bersopan umpamanya kaya.
Pantun_13766_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Walau hidup mewah senang,Adab sopan perlu dijaga.
Pantun_13767_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Berpaling muka bila berpandang,Takut bersin singgah ke muka.
Pantun_13768_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bila jauh terkenang-kenang,Bila berjumpa berpaling muka.
Pantun_13769_1,Umpama belalang kail dipasang,Sepat puyu di dalam telaga,Bukan senang nak hidup senang,Takkan mahu hidup papa kedana.
Pantun_13770_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bukannya senang nak senang,Jika mahu hidup berjaya.
Pantun_13771_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Tiada berharta jika tidak berhutang,Asal mengukur baju di badan kita.
Pantun_13772_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jauhkan diri dari hutang,Supaya bebas hendak kemana aja.
Pantun_13773_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Cinta terhalang menjadi gersang,Membuat sayu jiwa dan raga.
Pantun_13774_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jangan suka membuat hutang,Gembira rasa jiwa dan raga.
Pantun_13775_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jika kail tidak lah Panjang,Laut yang dalam jangan diduga.
Pantun_13776_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Dengar-dengar dah putus tunang,Bolehkah saya masuk mencuba.
Pantun_13777_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bertanam padi yang tumbuhnya lalang,Cinta terlerai tu perkara biasa.
Pantun_13778_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Hati yang rindu tandusnya gersang,Cinta disemai terlerai juga.
Pantun_13779_1,Selamat pagi dan salam diberi,Moga kita semua dalam bahagia,Radio Klasik tetap dicari,Untuk bersama DJ dan juga sahabat setia.
Pantun_13780_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Lagu berkumandang belum tentunya riang,Kekadang menambah luka di jiwa.
Pantun_13781_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Lagu berkumandang hatiku riang,Pengubat rindu jiwa dan raga.
Pantun_13782_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Telah menghilang orang tersayang,Makan tidak lalu tidak berselera.
Pantun_13783_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Tuan umpama indahnya keronsang,Malam pekat tidak berlampu sinarmu terpancar jua.
Pantun_13784_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Konon lautan api sanggup direnang,Baru hujan panas berlindung segera.
Pantun_13785_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bila hati dah terlalu saying,Ke lautan api sanggup direnang jua.
Pantun_13786_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Buah hati disambar orang,Mungkin jodoh sudah tiada.
Pantun_13787_1,Umpan belalang siap dipasang,Sepat puyu di dalam telaga,Kasih di penjara sebagai penghalang,Kalau udah jodoh tidak kemana.
Pantun_13788_1,Umpan belalang siap dipasang,Sepat puyu di dalam telaga,Kasih sayang tiada penghalang,Hanya Allah tahu ketentuannya.
Pantun_13789_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Duhai kekasih jangan pergi,Kalau pun pergi jangan bertahun.
Pantun_13790_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Masih tidur hari dah siang,Simbahkan ayor satu timba.
Pantun_13791_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bangunlah abang hari dah siang,Bersiap cepat pergi berniaga.
Pantun_13792_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Radio Klasik lagu berkumandang,Kaki menggeletek mengikut irama.
Pantun_13793_1,Umpan belalang kali dipasang,Sepat puyu di dalam telaga,Radio Klasik sentiasa terpasang,Mendengar lagu celoteh DJ dengan sahabat yang ada.
Pantun_13794_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Perkara yang lepas jangan dikenang,Biar sahaja dia bahagia.
Pantun_13795_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Sungguh malang nasib si musang,Kurus layu lapar dahaga.
Pantun_13796_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Emak bilang makan pisang,Perut buyu terasa lega.
Pantun_13797_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bangunlah tuan hari sudah siang,Bersiap segera pergi kerja.
Pantun_13798_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Simpan harapan untuk yang tersayang,Hati sayu sayang ku tak berharga.
Pantun_13799_1,Umpan belalang kali dipasang,Sepat puyu di dalam telaga,Senyum selalu tanda disayang,Awet muda perlu dijaga.
Pantun_13800_1,Umpan belalang kail dipasang,sepat puyu di dalam telaga,Gundah gulana hati terkenang,Memeram kasih di jiwa raga.
Pantun_13801_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Hati selalu terkenang-kenang,Kekasih hati terbayang di mata.
Pantun_13802_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Apa guna isteri cantik hidup senang,Jika kesihatan tak berdaya.
Pantun_13803_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Anugerah bola sepak yang terbilang,Penentu kepada yang berharga.
Pantun_13804_1,Umpan belalang kail dipasang,Sepat puyu didalam telaga,Jangan diharap kasihnya orang,Belum tentu dapat balasannya.
Pantun_13805_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Orang yang jauh dikenang-kenang,Saat rindu ku utuskan doa.
Pantun_13806_1,Umpan belalang kali di pasang,Sepat puyu di dlm telaga,Kalau hati sudah sayang,Sanggup terima apa jua padahnya.
Pantun_13807_1,Umpat belalang kail dipasang,Sepat putu didalam telaga,Bukan kepalang hatiku gersang,Rasa sayu tidak berharga.
Pantun_13808_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Ditimpa tangga bukannya malang,Bukankah mata letaknya di kepala.
Pantun_13809_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Sungguhlah nasib dirinya malang,Sudah jatuh ditimpa tangga.
Pantun_13810_1,Umpan belalang kail dipasang,Sepat puyu didalam telaga,Dengar radio klasik hatiku tenang,Dapat mengubat hati yang duka.
Pantun_13811_1,Umpan belalang didalam telaga,Sepat puyu didalam telaga,Dapat ikan hatipun senang,Makan bersama seisi keluarga.
Pantun_13812_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Jika ayam berbulu musang,Namun kokoknya masih ayam juga.
Pantun_13813_1,Umpan belalang kail dipasang,Sepat puyu di dalam telaga,Bila ayam berbulu musang,Harus waspada harus berjaga.
Pantun_13814_1,Umpan belalang kail di pasang,Sepat puyu di dalam telaga,Apa di harap kasihnya orang,Berharap pada yang cintakan kita.
Pantun_13815_1,Umpan belalang kail di pasang,Sepat puyu di dalam telaga,Apa di harap kasihnya orang,Entah ada entah tiada.
Pantun_13816_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Jangan lupa atau alpa,Kesempatan bukan selalu mendatang.
Pantun_13817_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Susah dan payah jangan dikira,Usah lambat ambil peluang.
Pantun_13818_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Tak dapat tanduk dipulas telinga,Jangan menjadi si umang umang.
Pantun_13819_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Jangan membuka pekong di dada,Jangan menepuk air di dulang.
Pantun_13820_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Bayarlah hutang dengan segera,Tiada untungnya mengambil hak orang.
Pantun_13821_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Rajin belajar semangat membara,Kian jauhari hari mendatang.
Pantun_13822_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Berjimat cermat setiap ketika,Jangan berhutang keliling pinggang.
Pantun_13823_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Datang tidak diundang dipelawa,Pulang juga tiada dihalang.
Pantun_13824_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Diberi betis waktu bermula,Hendak peha jika tak dilarang.
Pantun_13825_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Berhati-hati kalau berbicara,Jangan nanti ada yang meradang.
Pantun_13826_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Sudahlah miskin tiada berharta,Ibarat pulut di tepiannya gantang.
Pantun_13827_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Hilang bahasa lenyaplah bangsa,Budi budaya dijulang ditatang.
Pantun_13828_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Hidup sekarang penuh berpura,Berhati jangan beri peluang.
Pantun_13829_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Carik bulu ayam bercantum semula,Air tak putus jika dicincang.
Pantun_13830_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Hidup ibarat gelombang di kuala,Kadang bergelora kadang tenang.
Pantun_13831_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Pecahkan ruyung dapatkan sagunya,Kecilnya tapak padang dibentang.
Pantun_13832_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Usah dibiar usaha segera,Manfaatkan pintar kesempatan mendatang.
Pantun_13833_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Kalau hidup mahu gembira,Jangan didengar nestanya orang.
Pantun_13834_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Bila susah mengaku saudara,Bila senang apa pun dah tak pandang.
Pantun_13835_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Hidup penuh dengan pancaroba,Salah haluan hidup kecundang.
Pantun_13836_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Kalau ingin hidup bahagia,Usah didengar umpatan orang.
Pantun_13837_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Memang lumrah sikap manusia,Senantiasa mengambil kesempatan orang.
Pantun_13838_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Sambil membakar membuat kerja,Masa berharga usah dibuang.
Pantun_13839_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Rajin membayar tidak berkira,Alah kadar jangan berhutang.
Pantun_13840_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Biarpun diam tidak bersuara,Jangan dilupa lunaskan hutang.
Pantun_13841_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Belajarlah anak-anakku sampai menara,Insyaallah kecemerlangan di hadapan mendatang.
Pantun_13842_1,Jauh belayar hingga kemuara,Tidak sedar hari dah petang,Hutang berbayar hati gembira,Jika dah mati tidak tinggalkan hutang.
Pantun_13843_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Walaupun kita bebas bersuara,Mesti nak jaga pantang dan larang.
Pantun_13844_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Akan ku tempuh duka dan lara,Kemenangan pasti akan mendatang.
Pantun_13845_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Setelah penat kita berusaha,Jangan disia peluang mendatang.
Pantun_13846_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Jangan dibiar org lain juara,Usaha kejar berundur pantang.
Pantun_13847_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Berusaha dan berjuang jadi juara,Ambil kesempatan apa jua semua peluang.
Pantun_13848_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Hindari sikap suka berpura-pura,Moga perjalanan hidup sentiasa tenang.
Pantun_13849_1,Anak seluang si anak sepat,Jemur di para pinggirlah paya,Rebut peluang selagi dapat,Semangat membara ke mercu jaya.
Pantun_13850_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Buat baik sepanjang masa,Selagi masih ada peluang.
Pantun_13852_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Jauh belajar hingga menara,Tidak sedar masih ada yang kurang.
Pantun_13853_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Benang emas kancin suasa,Tikar mengkuang jua dibentang.
Pantun_13854_1,Jauh belayar hingga muara,Tak sedar hari dah petang,Jauh sudah daku mengembara,Budi bahasa dipandang orang.
Pantun_13855_1,Jauh belayar hingga muara,Tidak sedar hari petang,Harapan di sandar lunak bicara,Hanya sekadar nasibnya malang.
Pantun_13856_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Buat baik berpada-pada,Jangan sampai jadi sebutan orang.
Pantun_13857_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Hidup jangan suka berpura-pura,Kelak diri dibenci orang.
Pantun_13858_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Hidup berharta ramai saudara,Hilang segala merata ditendang.
Pantun_13859_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Budi bahasa harus dijaga,Baru kita dipandang orang.
Pantun_13860_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Buat baiklah yang mulia,Agar mendapat pahala yang mendatang.
Pantun_13861_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Hati saya sangat gembira,Layan radio klasik dari pagi hingga kepetang.
Pantun_13862_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Setia sekata sumpah berpura,Membujur lalu patah yang melintang.
Pantun_13863_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Istiqamah beramal sepanjang usia,Sebelom masa ajal mendatang.
Pantun_13864_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Bila dah besar jangan tinggikan suara,Sedarlah diri umur dah matang.
Pantun_13865_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Macam loyar memujuk bersuara,Kata-kata diputar orang ditentang.
Pantun_13866_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Lupakanlah duka dan lara,Buka lembaran baru akan datang.
Pantun_13867_1,Jauh berlayar hingga muara,Tak sedar hari dah petang,Nak hidup kena usaha,Jangan harapkan bantuan orang.
Pantun_13868_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Amalkan sikap sentiasa waspada,Agar diri tidak terdorong.
Pantun_13869_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Kita semua bagaikan saudara,Bantu membantu pada yang malang.
Pantun_13870_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Walau jauh merantau seluruh benua,Ke Malaysia juga tempat ku pulang.
Pantun_13871_1,Jauh berlayar hingga ke muara,Tidak sedar hari dah petang,Jangan dilayan sikap berpura,Kelak nanti bahaya mengundang.
Pantun_13872_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Budiku tabur kerana setia,Rupanya dibalas kerana curang.
Pantun_13873_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Jangan dibiar tidak bersuara,Jom layan radio klasik hingga ke petang.
Pantun_13874_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Susah senang kita bersama,Jangan peduli cakap orang.
Pantun_13875_1,Jauh belayar hingga ke muara,Tak sedar hari dah petang,Adek yang jauh selalu merana,Buat abang tidur tak senang.
Pantun_13876_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Berlagak macam orang kaya,Akhirnya pecah juga tembelang.
Pantun_13877_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Buat baik berpada-pada,Jangan sampai ditipu orang.
Pantun_13878_1,Jauh belayar hingga ke muara,Tidak sedar hari petang,Jagalah orang yang bersikap berpura,Nanti ia ambil peluang.
Pantun_13879_1,Jauh belayar hingga ke muara,Tidak sedar hari dah petang,Semakin berumur macam-macam sakit terasa,Jaga makan kena banyak pantang.
Pantun_13880_1,Jauh belayar hingga muara,Tidak sedar hari dah petang,Menahan sabar sepanjang masa,Selalu berikrar sesudah sembahyang.
Pantun_13881_1,Jauh berlayar hingga muara,Tidak sedar hari dah petang,Bila pencen dipanggil pesara,Semoga selesai semua hutang.
